Time (years), Observed Velocity (cm/s)
0.05700570057005701,-4.7224588394478495
0.058005800580058005,-3.121193164460864
0.05900590059005901,-6.152744172493193
0.060006000600060005,-3.4507914873553247
0.06100610061006101,-3.883879968333476
0.062006200620062006,-6.762834389229073
0.063006300630063,-6.872424013328027
0.064006400640064,-5.770511851324301
0.06500650065006501,-3.789295930225607
0.066006600660066,-6.339677290172543
0.067006700670067,-6.249904495018283
0.06800680068006801,-4.775535832631871
0.06900690069006901,-5.046558551040961
0.07000700070007,-7.699891136043139
0.071007100710071,-6.394445810573055
0.07200720072007201,-8.103954872185453
0.07300730073007301,-6.106876992827592
0.074007400740074,-7.789638062515152
0.075007500750075,-6.950299950001217
0.07600760076007601,-6.015830028542658
0.07700770077007701,-6.744609650722757
0.078007800780078,-5.024512428945521
0.07900790079007901,-6.6454145585814
0.08000800080008001,-8.179042165692014
0.081008100810081,-8.576800616025608
0.082008200820082,-5.341936901418881
0.08300830083008301,-8.02975116554623
0.08400840084008401,-6.247310500260417
0.085008500850085,-7.366430031106908
0.086008600860086,-7.045091973935988
0.08700870087008701,-5.614906376964767
0.08800880088008801,-6.069141550691348
0.089008900890089,-6.271854755312415
0.09000900090009001,-6.547691179483925
0.09100910091009101,-5.384717212818259
0.09200920092009202,-5.339969832528523
0.093009300930093,-6.499689624330745
0.09400940094009401,-7.832262425830313
0.09500950095009501,-4.15246057629586
0.096009600960096,-6.309117329675283
0.09700970097009701,-6.362564938900466
0.09800980098009801,-7.066611022125058
0.09900990099009901,-7.644246859241029
0.1000100010001,-6.301818133893639
0.10101010101010101,-8.5385950653393
0.10201020102010201,-4.295847997928699
0.10301030103010302,-6.5964704638079255
0.104010401040104,-5.322464042545798
0.10501050105010501,-8.56003313241213
0.10601060106010601,-6.591078653391438
0.10701070107010702,-3.8262802348355476
0.10801080108010801,-5.616523029140617
0.10901090109010901,-6.091174467379249
0.11001100110011001,-5.404358649177609
0.11101110111011102,-4.680512271460931
0.11201120112011201,-5.610542705512719
0.11301130113011301,-4.538537667667597
0.11401140114011402,-4.296991273693056
0.115011501150115,-2.801398460519157
0.11601160116011601,-4.901631917667967
0.11701170117011701,-5.319134027011258
0.11801180118011802,-4.51522062662792
0.11901190119011901,-2.589358355210094
0.12001200120012001,-4.39992561849597
0.12101210121012101,-2.044105607479352
0.12201220122012202,-3.4009688484413316
0.12301230123012301,-2.783092429297532
0.12401240124012401,-2.6179958488574426
0.125012501250125,-2.506081554663898
0.126012601260126,-2.573248295387621
0.127012701270127,-2.21644083317984
0.128012801280128,-1.9436652482672545
0.12901290129012902,-0.38069578051487163
0.13001300130013002,-2.9262305193677545
0.13101310131013102,-2.5767876261148484
0.132013201320132,-2.245978440090218
0.133013301330133,-0.7983836856578976
0.134013401340134,-0.01033434039554687
0.135013501350135,-0.2066485184028316
0.13601360136013602,0.13265380604857263
0.13701370137013702,-0.4891542116935069
0.13801380138013802,0.5765224176697423
0.13901390139013903,2.4889205977758206
0.14001400140014,1.634464704494086
0.141014101410141,0.46094908565038795
0.142014201420142,-0.8888578769638473
0.14301430143014301,1.237937055190434
0.14401440144014402,1.6365757860850323
0.14501450145014502,0.7197770233226725
0.14601460146014603,-0.05259239458842746
0.147014701470147,1.2367758370900859
0.148014801480148,3.254785314181884
0.149014901490149,0.8870202308687676
0.15001500150015,1.4750737392145108
0.15101510151015102,3.080189807829515
0.15201520152015202,2.25818695344966
0.15301530153015303,4.630030515347358
0.15401540154015403,3.7427310582015316
0.155015501550155,2.0852514940204028
0.156015601560156,4.823930186294377
0.157015701570157,3.0590335794560843
0.15801580158015802,3.5819404784666853
0.15901590159015902,4.213437799960835
0.16001600160016002,4.042756915873577
0.16101610161016103,3.854705130523479
0.162016201620162,3.6454404671071705
0.163016301630163,4.2892110654924815
0.164016401640164,5.1618759430336985
0.16501650165016502,5.042010226679444
0.16601660166016602,5.025761187261738
0.16701670167016702,4.457456919289315
0.16801680168016803,4.729265655290527
0.16901690169016903,5.50461541796591
0.17001700170017,5.861616604388502
0.171017101710171,4.926875567986873
0.172017201720172,4.323890953308272
0.17301730173017302,4.819615321868921
0.17401740174017402,5.71961621314899
0.17501750175017503,5.010292754062353
0.17601760176017603,6.0445812691031655
0.177017701770177,5.807647981067887
0.178017801780178,6.2173820683954535
0.179017901790179,5.0549034529085155
0.18001800180018002,5.072037686016606
0.18101810181018102,7.815287769641383
0.18201820182018202,5.380401600860541
0.18301830183018303,4.2657958357509225
0.18401840184018403,6.1610647289051474
0.185018501850185,7.327819407159003
0.186018601860186,4.861983589695581
0.18701870187018702,7.176691413890124
0.18801880188018802,6.083513925505722
0.18901890189018902,3.8194946018222846
0.19001900190019003,6.661400577245381
0.19101910191019103,5.901525215119461
0.192019201920192,5.152274969733121
0.193019301930193,5.947709405698073
0.19401940194019401,5.637065594929314
0.19501950195019502,7.190315936368379
0.19601960196019602,3.156976157128666
0.19701970197019703,4.300722104101248
0.19801980198019803,7.268284816854154
0.19901990199019903,6.325647106033785
0.2000200020002,6.627526600660979
0.201020102010201,7.260995573751087
0.20202020202020202,5.509272289485608
0.20302030203020302,6.397180452899354
0.20402040204020402,4.019534398284626
0.20502050205020503,4.028535352590651
0.20602060206020603,4.115155078234437
0.20702070207020704,5.350528352046809
0.208020802080208,5.27682675782009
0.20902090209020902,5.030817503967235
0.21002100210021002,4.5423099126751865
0.21102110211021102,4.940677918045563
0.21202120212021203,3.9732129702637815
0.21302130213021303,2.9125739198785014
0.21402140214021403,5.205816596873689
0.215021502150215,3.786767919432141
0.21602160216021601,4.93508887022965
0.21702170217021702,4.018000649871465
0.21802180218021802,3.7064824627720117
0.21902190219021903,1.8183351572495314
0.22002200220022003,3.694201926791773
0.22102210221022103,4.164779054275316
0.22202220222022204,2.073973944213372
0.223022302230223,5.53900985048827
0.22402240224022402,4.571175658862346
0.22502250225022502,3.3472592804708095
0.22602260226022602,3.526928010319383
0.22702270227022703,3.5511975623735417
0.22802280228022803,1.0188114430660584
0.22902290229022904,0.9122774119916381
0.23002300230023,2.9718109879666654
0.23102310231023102,2.2727848908827353
0.23202320232023202,2.690789869886321
0.23302330233023302,0.8800403416544454
0.23402340234023403,1.9879902252203443
0.23502350235023503,1.99260712265789
0.23602360236023603,1.466748594430716
0.23702370237023704,0.2744806371235098
0.23802380238023801,0.5450621863200745
0.23902390239023902,0.06897562080773156
0.24002400240024002,1.0964443857014088
0.24102410241024103,0.23586846726547
0.24202420242024203,-0.5686137761855797
0.24302430243024303,0.5620316825955185
0.24402440244024404,-2.61491302203368
0.245024502450245,-1.193432337423111
0.24602460246024602,0.7808415929635592
0.24702470247024702,-0.4584036054526152
0.24802480248024802,-0.1951657681076741
0.24902490249024903,-0.19779375370131613
0.25002500250025,-1.0713738920985445
0.251025102510251,-0.47342248470407455
0.252025202520252,-1.9244734225620295
0.253025302530253,0.13798815856161517
0.254025402540254,-0.801433716030512
0.255025502550255,-2.3418361003173804
0.256025602560256,-1.7098326495399765
0.25702570257025703,-3.5934603502182707
0.25802580258025803,-1.9382164669684874
0.25902590259025904,-1.2415211157575232
0.26002600260026004,-3.044342485709492
0.26102610261026105,-1.4554327846152744
0.26202620262026205,-3.000045786306224
0.26302630263026305,-3.7385890233358943
0.264026402640264,-1.843991856516947
0.265026502650265,-2.2429076109614234
0.266026602660266,-3.4424844855625207
0.267026702670267,-2.8542586131118837
0.268026802680268,-3.4863638638876617
0.269026902690269,-1.712916356390707
0.27002700270027,-1.2025234272090317
0.27102710271027103,-3.2826281162270106
0.27202720272027203,-2.564551962122762
0.27302730273027304,-2.7976315066346253
0.27402740274027404,-3.7613159729019907
0.27502750275027504,-2.021469731761261
0.27602760276027605,-4.222754278999696
0.27702770277027705,-2.2740013124458307
0.27802780278027805,-4.616299775011911
0.279027902790279,-2.739223228173623
0.28002800280028,-4.178685691593626
0.281028102810281,-3.8690283666450336
0.282028202820282,-4.998599214237224
0.283028302830283,-3.4368879314143785
0.284028402840284,-6.0139373707121155
0.285028502850285,-3.9323928616750345
0.28602860286028603,-3.1894957190102593
0.28702870287028703,-2.6914845397118654
0.28802880288028804,-3.3038783424074483
0.28902890289028904,-3.7376081952144453
0.29002900290029004,-4.9780980610275805
0.29102910291029105,-4.8502436887268825
0.29202920292029205,-4.493982426527729
0.29302930293029306,-5.055491066497007
0.294029402940294,-5.156701169068235
0.295029502950295,-4.026710351564475
0.296029602960296,-4.0245374205991205
0.297029702970297,-4.752474988937052
0.298029802980298,-3.975830795199892
0.299029902990299,-3.371153761239202
0.3000300030003,-2.8998221916523694
0.30103010301030103,-2.9576163553546166
0.30203020302030203,-3.7255613438347535
0.30303030303030304,-4.062801813675147
0.30403040304030404,-3.322934044298256
0.30503050305030505,-5.677255795201241
0.30603060306030605,-2.4455417527081487
0.30703070307030705,-4.430015864077973
0.30803080308030806,-3.8925008724150434
0.309030903090309,-2.600775031653832
0.31003100310031,-3.2712483959986236
0.311031103110311,-4.6417697789699055
0.312031203120312,-2.702166977513543
0.313031303130313,-5.513872814724465
0.314031403140314,-2.5310904360530135
0.31503150315031503,-4.887636334051319
0.31603160316031603,-3.773583667912178
0.31703170317031704,-5.237491520939247
0.31803180318031804,-3.067340801445236
0.31903190319031904,-3.295504802600868
0.32003200320032005,-2.3165897798150503
0.32103210321032105,-5.463675674321369
0.32203220322032206,-2.63323012494995
0.32303230323032306,-4.63411941935887
0.324032403240324,-3.0300842748538988
0.325032503250325,-3.6074035841026055
0.326032603260326,-3.0189753817006335
0.327032703270327,-2.5006984774176866
0.328032803280328,-3.0719447191617686
0.329032903290329,-2.967449336168836
0.33003300330033003,-0.8602848442192368
0.33103310331033103,-1.244694275467105
0.33203320332033204,-4.172127070691514
0.33303330333033304,-2.157192180275595
0.33403340334033405,-2.6173351590834146
0.33503350335033505,-2.333533936230721
0.33603360336033605,-2.9005753806747907
0.33703370337033706,-2.733023104461983
0.33803380338033806,-3.4338768258836367
0.339033903390339,-3.939996785296729
0.34003400340034,-0.23286288017817736
0.341034103410341,-1.4015994046949898
0.342034203420342,-2.2905693069094837
0.343034303430343,-3.149072294517243
0.344034403440344,-1.1093270309027092
0.34503450345034503,-1.6778194421850592
0.34603460346034604,-2.599405650894062
0.34703470347034704,-1.0810995112590427
0.34803480348034804,-1.2384481706799881
0.34903490349034905,-1.2994719542699984
0.35003500350035005,-0.191691925961202
0.35103510351035105,-0.30578494807527135
0.35203520352035206,-2.4563553805831124
0.35303530353035306,-1.096259111041475
0.354035403540354,-0.46577104561007676
0.355035503550355,-0.29226965260509274
0.356035603560356,-0.10343574243760079
0.357035703570357,-0.6893917788497023
0.358035803580358,0.1254451076357066
0.35903590359035903,-0.6001096175349641
0.36003600360036003,0.5643166613858664
0.36103610361036104,0.0908556715220733
0.36203620362036204,-0.8882553346833264
0.36303630363036304,-1.1745941833370042
0.36403640364036405,0.9897804850450941
0.36503650365036505,-1.518030291435824
0.36603660366036606,0.12267444264834693
0.36703670367036706,-0.4745641380213432
0.36803680368036806,-0.8827731271925485
0.369036903690369,-2.1592109121160994
0.37003700370037,0.46711559488294574
0.371037103710371,-1.0999353835346455
0.372037203720372,-2.6684130470493574
0.373037303730373,0.004426678548082208
0.37403740374037403,0.947997074974424
0.37503750375037503,-0.426820931237288
0.37603760376037604,0.2412107884688205
0.37703770377037704,0.03533134119726855
0.37803780378037805,-1.128818668351911
0.37903790379037905,-1.647219492584231
0.38003800380038005,-1.8807214393485305
0.38103810381038106,0.1717764678089675
0.38203820382038206,-0.20905131782394348
0.38303830383038306,-0.4327162061804134
0.384038403840384,-1.3590215163038728
0.385038503850385,-2.4112686755545445
0.386038603860386,-2.476743829948651
0.387038703870387,-1.8565373105067724
0.38803880388038803,-1.8409738066194326
0.38903890389038903,-0.5464053087150265
0.39003900390039004,-2.2977092201654927
0.39103910391039104,-2.4282033952782935
0.39203920392039204,-0.24256710657086145
0.39303930393039305,-3.0633591434533844
0.39403940394039405,-1.3839943404381103
0.39503950395039505,-1.646204878388225
0.39603960396039606,-0.7699210667565508
0.39703970397039706,-3.465665290751469
0.39803980398039807,-1.0116417223515135
0.39903990399039907,-2.725092061734613
0.4000400040004,-0.8709548058650947
0.401040104010401,-2.0157216937700833
0.402040204020402,-2.632198020292979
0.40304030403040303,-3.593005371152677
0.40404040404040403,-3.665769617390427
0.40504050405040504,-2.3630371458017487
0.40604060406040604,-2.252945279313722
0.40704070407040704,-2.8875049882440686
0.40804080408040805,-2.5751801904494833
0.40904090409040905,-2.4992739224863776
0.41004100410041006,-3.185844477534679
0.41104110411041106,-3.4312008433303838
0.41204120412041206,-6.4872880293137705
0.41304130413041307,-4.311590850040379
0.41404140414041407,-4.219922502971397
0.415041504150415,-3.135238935560981
0.416041604160416,-5.364491750490876
0.417041704170417,-3.4539891581379
0.41804180418041803,-3.172542172631134
0.41904190419041903,-3.5015396118697373
0.42004200420042004,-5.266365644620786
0.42104210421042104,-4.839417893288494
0.42204220422042205,-4.722733273274934
0.42304230423042305,-5.938918727525663
0.42404240424042405,-5.36294231787456
0.42504250425042506,-3.7272770838580582
0.42604260426042606,-5.948437743727009
0.42704270427042706,-6.788677536173911
0.42804280428042807,-6.502341569428207
0.4290429042904291,-7.104692913099321
0.43004300430043,-5.953985694546636
0.431043104310431,-7.874498880099564
0.43204320432043203,-5.903719822955223
0.43304330433043303,-6.564488391106696
0.43404340434043404,-6.753741953518061
0.43504350435043504,-5.886701615536734
0.43604360436043604,-7.7251824541755765
0.43704370437043705,-7.10147802327342
0.43804380438043805,-7.043547315974986
0.43904390439043905,-5.9471186629768855
0.44004400440044006,-7.760602958631611
0.44104410441044106,-7.885791921717702
0.44204420442044207,-9.805838994780228
0.44304430443044307,-9.366289174296332
0.4440444044404441,-8.558255880648662
0.445044504450445,-6.967520009709532
0.446044604460446,-9.28201256236535
0.44704470447044703,-8.859713906754735
0.44804480448044803,-7.467746400740431
0.44904490449044904,-9.97663926844391
0.45004500450045004,-9.0433708539759
0.45104510451045104,-9.60601707358454
0.45204520452045205,-8.872263261186992
0.45304530453045305,-10.213744466212855
0.45404540454045406,-8.324342768009148
0.45504550455045506,-10.020264668175004
0.45604560456045606,-9.081535625836157
0.45704570457045707,-7.975080515664838
0.45804580458045807,-10.047294001908082
0.4590459045904591,-7.913596608028169
0.46004600460046,-9.0551029205303
0.461046104610461,-9.070400088717406
0.46204620462046203,-8.131382415445017
0.46304630463046303,-8.17958861830708
0.46404640464046404,-9.360086300885882
0.46504650465046504,-8.29485954009443
0.46604660466046605,-9.203599818071192
0.46704670467046705,-9.632195950061336
0.46804680468046805,-9.230471945883938
0.46904690469046906,-8.50241889702511
0.47004700470047006,-10.030106405685988
0.47104710471047107,-9.47986202510579
0.47204720472047207,-8.501454315608399
0.4730473047304731,-9.7761157322082
0.4740474047404741,-7.6557667142653205
0.475047504750475,-9.390450697032405
0.47604760476047603,-9.272830892216469
0.47704770477047703,-8.470198852241177
0.47804780478047804,-8.086234678378332
0.47904790479047904,-8.4844869759401
0.48004800480048004,-8.283182548678058
0.48104810481048105,-7.514270122292613
0.48204820482048205,-7.560201680612922
0.48304830483048306,-9.843258807912434
0.48404840484048406,-8.208054552041782
0.48504850485048506,-10.027684667452636
0.48604860486048607,-8.835970002244638
0.48704870487048707,-7.627143464912509
0.4880488048804881,-7.156747623261317
0.4890489048904891,-7.712319136972531
0.49004900490049,-7.192024568235574
0.49104910491049103,-6.960653192309978
0.49204920492049203,-9.25520125166694
0.49304930493049304,-8.380581693167231
0.49404940494049404,-8.110374191728406
0.49504950495049505,-6.878563875865312
0.49604960496049605,-7.4124783955132
0.49704970497049705,-6.1223907055537286
0.49804980498049806,-7.445926514086734
0.49904990499049906,-7.350864754879347
0.5000500050005,-5.823110764922295
0.5010501050105011,-6.0228800026423945
0.502050205020502,-5.604729372319636
0.5030503050305031,-7.292396515222738
0.504050405040504,-5.441745583856446
0.5050505050505051,-5.729890581705949
0.506050605060506,-6.325636785873563
0.5070507050705071,-5.257556085536534
0.508050805080508,-6.232822017389715
0.5090509050905091,-5.97971117016634
0.51005100510051,-5.152314333374284
0.5110511051105111,-3.5946617569829544
0.512051205120512,-3.504650377394838
0.513051305130513,-2.674188591343251
0.5140514051405141,-3.9791492645210695
0.515051505150515,-4.313152422686814
0.5160516051605161,-2.523898412990083
0.517051705170517,-2.6006100275141666
0.5180518051805181,-3.814771917223554
0.519051905190519,-3.6575560702066143
0.5200520052005201,-3.335352897854927
0.521052105210521,-1.857922165947114
0.5220522052205221,-3.049254870409646
0.523052305230523,-0.37182014520582163
0.5240524052405241,-2.6006024707413933
0.525052505250525,-0.6091419436970877
0.5260526052605261,-0.14325066553875643
0.527052705270527,-1.127983147703321
0.528052805280528,-1.5143009492004373
0.5290529052905291,-0.6552678159831706
0.53005300530053,0.09944125528514275
0.5310531053105311,-0.5761826654529555
0.532053205320532,-0.6673128888819395
0.5330533053305331,1.214616765964859
0.534053405340534,0.9384961032400758
0.5350535053505351,0.4063749257544005
0.536053605360536,1.1445526029981878
0.5370537053705371,1.5260007771031305
0.538053805380538,0.9561214187261011
0.5390539053905391,0.3943638401862215
0.54005400540054,1.9228446856096837
0.5410541054105411,3.8421864376869657
0.5420542054205421,3.7334740437840006
0.543054305430543,2.2305069699869446
0.5440544054405441,2.4506990848054566
0.545054505450545,0.8682800723281852
0.5460546054605461,2.1245981293447955
0.547054705470547,2.8497158420710536
0.5480548054805481,0.5426921459602498
0.549054905490549,2.8079418817102386
0.5500550055005501,2.977323422359447
0.551055105510551,4.891490653666972
0.5520552055205521,4.685916701411096
0.553055305530553,3.986194690955747
0.5540554055405541,4.273891137953164
0.555055505550555,4.835788282369467
0.5560556055605561,4.4131641831779325
0.5570557055705571,5.012540382950029
0.558055805580558,5.6270965592782485
0.5590559055905591,5.554580626715277
0.56005600560056,5.167769899627067
0.5610561056105611,4.677792673815062
0.562056205620562,6.3002554818030685
0.5630563056305631,4.766422343886742
0.564056405640564,6.4876346490265595
0.5650565056505651,5.171236740921431
0.566056605660566,6.211172665238048
0.5670567056705671,5.9272167551913375
0.568056805680568,4.769734370272392
0.5690569056905691,4.861744202647346
0.57005700570057,7.04772067076973
0.5710571057105711,6.154194415723884
0.5720572057205721,7.464210742191595
0.573057305730573,5.914729217011995
0.5740574057405741,5.185392542613314
0.575057505750575,5.550326833219287
0.5760576057605761,7.650519426063364
0.577057705770577,6.708322479019072
0.5780578057805781,6.949576876307917
0.579057905790579,7.781726461943887
0.5800580058005801,7.728092252633463
0.581058105810581,5.751056554673932
0.5820582058205821,8.077418724882923
0.583058305830583,5.192573493884139
0.5840584058405841,7.299872146397706
0.585058505850585,7.760326263018217
0.5860586058605861,5.900397866216569
0.5870587058705871,6.06824336421151
0.588058805880588,6.915067308970689
0.5890589058905891,4.993321522643439
0.59005900590059,8.213077014189459
0.5910591059105911,7.608533014233438
0.592059205920592,7.16586718380149
0.5930593059305931,7.008376267440447
0.594059405940594,6.9266704358866695
0.5950595059505951,6.987329034358841
0.596059605960596,5.765797212947149
0.5970597059705971,6.269464084158142
0.598059805980598,5.710493208261336
0.5990599059905991,5.043905481096328
0.6000600060006,4.5593695909164005
0.6010601060106011,4.898191332449203
0.6020602060206021,7.107026125394205
0.603060306030603,5.587569469935181
0.6040604060406041,4.408748962280599
0.605060506050605,4.740032871416568
0.6060606060606061,5.564836930270143
0.607060706070607,3.721797704339427
0.6080608060806081,3.8260229210865146
0.609060906090609,4.0964963819964115
0.6100610061006101,6.254276810645952
0.611061106110611,5.166164646018675
0.6120612061206121,3.3331803695501416
0.613061306130613,4.002582398145843
0.6140614061406141,4.091138769842669
0.6150615061506151,4.457638550546787
0.6160616061606161,2.3497734640741896
0.6170617061706171,1.8129084429483635
0.618061806180618,3.423543449518324
0.6190619061906191,4.193110652691275
0.62006200620062,3.459041820915166
0.6210621062106211,3.512845850663938
0.622062206220622,1.5497486121145525
0.6230623062306231,2.3642574244646
0.624062406240624,3.43095447362062
0.6250625062506251,1.1721130478378863
0.626062606260626,1.2602055622966344
0.6270627062706271,0.15735263574967262
0.628062806280628,1.9756560583892948
0.6290629062906291,2.87492045061041
0.6300630063006301,2.481617134752565
0.6310631063106311,2.086093727645298
0.6320632063206321,2.4880525336657295
0.633063306330633,0.13471211249899595
0.6340634063406341,1.5515416562617403
0.635063506350635,-1.1302485456157545
0.6360636063606361,-0.4889333275999461
0.637063706370637,1.1232565080923458
0.6380638063806381,1.4672526100036083
0.639063906390639,-1.8271090167729187
0.6400640064006401,0.45702382522813634
0.641064106410641,-2.3704087018157534
0.6420642064206421,-0.6102715806376033
0.643064306430643,-1.3750166263749275
0.6440644064406441,-1.9045453528713752
0.6450645064506451,-1.4549940254585716
0.6460646064606461,-1.981083149841752
0.6470647064706471,-1.0052217747592613
0.648064806480648,-2.202564396436205
0.6490649064906491,-3.025000440586125
0.65006500650065,-0.8177804765955337
0.6510651065106511,-2.423656832722404
0.652065206520652,-3.36497194597346
0.6530653065306531,-3.9667450357792147
0.654065406540654,-2.227056285643346
0.6550655065506551,-4.764831819412672
0.656065606560656,-2.868010224085039
0.6570657065706571,-3.475647481375656
0.658065806580658,-3.196407012945767
0.6590659065906591,-4.728398935922076
0.6600660066006601,-3.112006565775388
0.6610661066106611,-3.8133006724055445
0.6620662066206621,-3.136074232059179
0.663066306630663,-4.061803988909343
0.6640664066406641,-3.6021252503264973
0.665066506650665,-6.089271449455187
0.6660666066606661,-5.730663826510276
0.667066706670667,-3.226689768554027
0.6680668066806681,-4.00452710853992
0.669066906690669,-4.179221436921449
0.6700670067006701,-4.507457742029648
0.671067106710671,-5.2043048919957196
0.6720672067206721,-4.907457303850608
0.673067306730673,-4.611920583119477
0.6740674067406741,-5.187614409121518
0.6750675067506751,-5.815490836748437
0.6760676067606761,-6.1208045150858785
0.6770677067706771,-3.1598571520418983
0.678067806780678,-5.324508557955784
0.6790679067906791,-5.517246367006997
0.68006800680068,-5.839928578805058
0.6810681068106811,-5.889079622414483
0.682068206820682,-4.557470115772412
0.6830683068306831,-4.036481504012445
0.684068406840684,-6.405150000023959
0.6850685068506851,-6.311239473428977
0.686068606860686,-6.649913265256108
0.6870687068706871,-5.334570282114596
0.688068806880688,-7.156408061570168
0.6890689068906891,-5.947153134081629
0.6900690069006901,-6.5796009249566065
0.6910691069106911,-5.8520459494030375
0.6920692069206921,-4.884552518217022
0.693069306930693,-5.894434544661742
0.6940694069406941,-4.307731731272714
0.695069506950695,-7.231015697212385
0.6960696069606961,-5.280321882365419
0.697069706970697,-5.736544431938181
0.6980698069806981,-6.346955540007407
0.699069906990699,-6.72323647639773
0.7000700070007001,-6.287016648296171
0.701070107010701,-7.073965775415148
0.7020702070207021,-6.031734465317976
0.7030703070307031,-4.253330295982671
0.7040704070407041,-6.491857686276322
0.7050705070507051,-3.8305784127277986
0.7060706070607061,-6.5897983133391635
0.7070707070707071,-4.599177472000427
0.708070807080708,-4.5343377085031165
0.7090709070907091,-4.514631649509181
0.71007100710071,-4.836817714632993
0.7110711071107111,-4.441011742281886
0.712071207120712,-5.244403032129074
0.7130713071307131,-2.752539457200462
0.714071407140714,-4.729926736807158
0.7150715071507151,-3.8382683350629256
0.716071607160716,-3.3290684327984423
0.7170717071707171,-3.989209510025993
0.7180718071807181,-4.96230642680036
0.7190719071907191,-3.0859660088517145
0.7200720072007201,-3.840907767251205
0.7210721072107211,-3.165794190924946
0.7220722072207221,-3.4851429907316023
0.723072307230723,-1.1165005153631768
0.7240724072407241,-4.595071301889137
0.725072507250725,-3.1755769742436515
0.7260726072607261,-2.9959629793529516
0.727072707270727,-3.1264160757293187
0.7280728072807281,-3.40165876115759
0.729072907290729,-2.486164696902878
0.7300730073007301,-2.40507294899452
0.731073107310731,-2.990683310852665
0.7320732073207321,-1.3035983326571237
0.7330733073307331,-0.8762787507321461
0.7340734073407341,-1.1732773121299378
0.7350735073507351,-0.03145178007181659
0.7360736073607361,-4.941899778610073
0.7370737073707371,-3.9324331539868673
0.738073807380738,-1.695680461008294
0.7390739073907391,0.7434962099058058
0.74007400740074,-1.3976090414544364
0.7410741074107411,-0.8811757122931807
0.742074207420742,-1.6612373610251905
0.7430743074307431,-0.6221684575617243
0.744074407440744,0.4590194251042444
0.7450745074507451,-1.8936634563697592
0.746074607460746,0.027051303126629206
0.7470747074707471,0.8606311651569425
0.7480748074807481,1.9410746816004738
0.7490749074907491,0.31044670926852064
0.7500750075007501,1.7055860267802667
0.7510751075107511,1.9356084455915616
0.7520752075207521,2.7540761718442566
0.753075307530753,0.7475674632767704
0.7540754075407541,1.2667341864913289
0.755075507550755,1.6605086710610726
0.7560756075607561,1.6425844400236456
0.757075707570757,2.7542392287384074
0.7580758075807581,3.2618480616960963
0.759075907590759,1.7235310890614244
0.7600760076007601,1.6634335027679912
0.761076107610761,1.637828215254554
0.7620762076207621,2.521550890568921
0.7630763076307631,1.7999297584602734
0.7640764076407641,3.6862435789010046
0.7650765076507651,2.561649080100636
0.7660766076607661,3.0304395379792863
0.7670767076707671,1.987023571862863
0.768076807680768,1.9455870862636144
0.7690769076907691,2.771156549496627
0.77007700770077,3.9144630918706764
0.7710771077107711,2.725523340700504
0.772077207720772,-0.24954298012496823
0.7730773077307731,2.768951171001228
0.774077407740774,4.197232272958313
0.7750775077507751,2.7392345458672205
0.7760776077607761,1.276921946341425
0.7770777077707771,2.7300681640548277
0.7780778077807781,3.8614851380229065
0.7790779077907791,3.619372332286477
0.7800780078007801,2.900404192638261
0.7810781078107811,4.33607733821164
0.7820782078207821,4.078141938642908
0.7830783078307831,5.302313454927038
0.7840784078407841,3.8556003509499943
0.785078507850785,5.6552129222939325
0.7860786078607861,4.835698888520717
0.787078707870787,2.658367262455557
0.7880788078807881,4.791277777209056
